country_code,champion_pct,finalist_pct,semifinal_pct,group_exit_pct,momios_pct
BRA,13.808000000000002,20.782,31.822,7.514,8.8226
GER,12.72,19.402,30.508000000000003,5.489999999999999,6.1079
FRA,10.911999999999999,17.418,31.080000000000002,11.866,13.233900000000002
ESP,8.418000000000001,16.342000000000002,26.894000000000002,7.494000000000001,14.437
ARG,8.3,16.852,26.529999999999998,9.092,8.8226
NED,8.014000000000001,13.370000000000001,22.906000000000002,10.17,3.7811
ENG,5.844,11.308,21.272,12.436,11.343300000000001
POR,5.604,11.952,21.182000000000002,10.856,7.940300000000001
BEL,3.61,8.81,17.836,9.086,2.3354
CRO,2.9659999999999997,6.872,14.604000000000001,17.061999999999998,0.9803
COL,2.604,6.561999999999999,13.930000000000001,13.422,2.5614000000000003
TUR,2.314,6.3,13.562,17.456,0.9803
URU,2.2880000000000003,5.702,12.786,16.928,1.1851
SEN,1.318,3.372,9.122,25.53,0.9803
AUT,1.304,3.608,8.613999999999999,23.003999999999998,0.5257999999999999
SWE,1.21,3.0140000000000002,7.598000000000001,27.104,0.9803
CZE,1.0699999999999998,2.7,7.324,17.752000000000002,0.26380000000000003
SUI,0.9820000000000001,3.004,8.212,15.0,0.9803
ECU,0.936,2.6780000000000004,7.538,23.904,1.3017
NOR,0.8059999999999999,2.2800000000000002,6.188,31.997999999999998,3.0540000000000003
MAR,0.624,1.652,4.782,24.024,1.3017
MEX,0.5579999999999999,1.7080000000000002,5.308,21.546000000000003,0.9803
PAR,0.49,1.614,4.822,31.041999999999998,0.5257999999999999
BIH,0.482,1.802,5.566,19.009999999999998,0.3163
USA,0.434,1.49,4.646,32.612,1.3017
JPN,0.386,1.1820000000000002,3.744,40.824,1.5569
CIV,0.294,1.064,3.7600000000000002,39.14,0.26380000000000003
GHA,0.25,0.914,3.088,43.012,0.198
ALG,0.194,0.826,2.716,36.294,0.198
IRN,0.168,0.66,2.52,27.901999999999997,0.1585
TUN,0.15,0.53,1.7999999999999998,56.010000000000005,0.1585
KOR,0.13799999999999998,0.47800000000000004,1.7340000000000002,46.622,0.1761
SCO,0.122,0.508,2.0660000000000003,38.26,0.3163
AUS,0.11399999999999999,0.544,1.908,49.078,0.1585
EGY,0.082,0.374,1.512,43.576,0.26380000000000003
RSA,0.078,0.374,1.464,44.96,0.0835
KSA,0.074,0.298,1.3559999999999999,49.954,0.0793
CAN,0.055999999999999994,0.27799999999999997,1.204,44.013999999999996,0.5257999999999999
IRQ,0.05,0.218,0.91,62.882000000000005,0.0793
NZL,0.036000000000000004,0.16999999999999998,0.792,53.693999999999996,0.0793
COD,0.027999999999999997,0.13999999999999999,0.654,55.60000000000001,0.1057
CPV,0.027999999999999997,0.164,0.808,60.870000000000005,0.0793
PAN,0.027999999999999997,0.158,0.756,61.422,0.0793
HAI,0.026,0.09,0.434,63.55,0.0793
UZB,0.026,0.124,0.66,55.692,0.0793
CUW,0.026,0.094,0.432,66.92399999999999,0.0793
JOR,0.016,0.11199999999999999,0.498,65.228,0.0793
QAT,0.013999999999999999,0.106,0.5519999999999999,53.093999999999994,0.0793
